id,is_humor,humor_rating,humor_mechanism,humor_target
tweet30120,0,2.2086563,analogy,
tweet30121,0,1.9254445,,
tweet30122,0,1.7350321,,
tweet30123,1,1.963277,wordplay,
tweet30124,0,1.7464983,,
tweet30125,0,1.8593699,,
tweet30126,0,1.9513526,,
tweet30127,1,2.0930023,misunderstanding,
tweet30128,1,1.9564493,parody,
tweet30129,0,1.8009173,reference,self-deprecating
tweet30130,1,2.244025,analogy,
tweet30131,0,1.8791394,absurd,
tweet30132,0,1.9261273,analogy,
tweet30133,0,1.7308245,,
tweet30134,0,1.8049035,,
tweet30135,1,1.9130384,exaggeration,
tweet30136,1,2.1738658,,
tweet30137,0,2.1572113,exaggeration,
tweet30138,0,1.7962545,exaggeration,
tweet30139,1,2.3304062,misunderstanding,
tweet30140,0,2.2291708,absurd,
tweet30141,0,1.8767506,,
tweet30142,0,2.0873144,reference,
tweet30143,0,1.9376961,wordplay,
tweet30144,1,2.0707302,absurd,
tweet30145,0,1.8465416,,
tweet30146,0,1.9195259,reference,
tweet30147,0,1.7954895,,
tweet30148,0,1.8426621,wordplay,
tweet30149,0,1.8292251,reference,
tweet30150,1,1.9122139,reference,
tweet30151,1,1.8660878,wordplay,women
tweet30152,0,1.8919972,reference,
tweet30153,0,1.8743733,,
tweet30154,1,1.9990586,reference,
tweet30155,1,1.8661942,wordplay,men
tweet30156,1,1.967188,reference,
tweet30157,0,1.9495072,,
tweet30158,1,1.9738169,reference,
tweet30159,0,1.8859786,analogy,
tweet30160,1,2.247686,wordplay,professions
tweet30161,0,2.0653474,,
tweet30162,0,1.7706834,,
tweet30163,1,2.1477556,unmasking,women
tweet30164,0,1.8547161,wordplay,professions
tweet30165,1,1.8215895,irony,
tweet30166,0,1.7724528,,
tweet30167,0,2.3171706,,
tweet30168,1,1.8918837,parody,
tweet30169,1,1.8446144,wordplay,
tweet30170,1,1.8328478,analogy,technology
tweet30171,0,1.8817599,reference,
tweet30172,1,2.3055193,misunderstanding,professions
tweet30173,0,2.2174733,stereotype,
tweet30174,0,1.8676022,stereotype,
tweet30175,1,1.9024178,wordplay,
tweet30176,1,1.8333205,wordplay,
tweet30177,1,1.9796143,misunderstanding,health
tweet30178,1,1.9911649,wordplay,
tweet30179,1,1.9344604,unmasking,family/relationships
tweet30180,0,1.950833,,
tweet30181,0,1.8686609,reference,
tweet30182,1,2.2601805,wordplay,professions
tweet30183,1,2.2867773,stereotype,substance use
tweet30184,0,2.1612644,,
tweet30185,0,1.9035159,wordplay,
tweet30186,1,1.9912357,embarrassment,self-deprecating
tweet30187,0,1.9725564,exaggeration,
tweet30188,1,2.0697381,misunderstanding,
tweet30189,1,2.1209722,absurd,lgbt
tweet30190,1,1.5800954,parody,professions
tweet30191,1,1.8869478,misunderstanding,
tweet30192,0,2.033248,,
tweet30193,0,1.7982535,reference,
tweet30194,1,1.7203639,analogy,
tweet30195,0,2.3347316,stereotype,professions
tweet30196,0,1.9534428,irony,
tweet30197,0,1.8969443,exaggeration,
tweet30198,1,2.021968,,
tweet30199,1,1.9163511,misunderstanding,
tweet30200,0,2.0189352,stereotype,
tweet30201,1,2.2481303,stereotype,ethnicity/origin
tweet30202,1,2.376614,wordplay,
tweet30203,1,1.9154215,misunderstanding,substance use
tweet30204,0,2.0964456,,
tweet30205,1,2.1150846,unmasking,
tweet30206,0,2.0647337,absurd,
tweet30207,1,2.2093241,wordplay,
tweet30208,1,1.6430106,exaggeration,
tweet30209,1,2.227067,wordplay,professions
tweet30210,0,1.9173005,,
tweet30211,0,2.098396,,
tweet30212,1,1.8251922,misunderstanding,
tweet30213,0,1.8642405,,
tweet30214,1,1.844493,absurd,
tweet30215,1,1.9986848,misunderstanding,
tweet30216,1,2.124114,analogy,
tweet30217,0,1.8250117,,
tweet30218,0,2.0592418,absurd,
tweet30219,0,1.8231978,,
tweet30220,1,1.7775114,misunderstanding,professions
tweet30221,1,2.0179067,unmasking,men
tweet30222,0,1.8945946,,
tweet30223,0,2.0034962,absurd,
tweet30224,1,2.0024552,misunderstanding,religion
tweet30225,0,2.0570207,,
tweet30226,0,1.9865773,insults,
tweet30227,0,1.8274572,parody,
tweet30228,1,2.0913708,embarrassment,professions
tweet30229,0,1.8813815,,
tweet30230,0,1.9276624,wordplay,professions
tweet30231,0,1.9556385,absurd,
tweet30232,0,1.6279087,,
tweet30233,0,1.9420778,exaggeration,
tweet30234,1,1.9780822,wordplay,
tweet30235,1,2.1324139,wordplay,women
tweet30236,1,2.0005736,wordplay,
tweet30237,1,2.0943532,parody,family/relationships
tweet30238,0,1.8927647,,
tweet30239,0,1.9440308,absurd,
tweet30240,0,1.6952882,,
tweet30241,1,1.9093488,misunderstanding,women
tweet30242,0,1.789714,,
tweet30243,1,1.9068267,absurd,
tweet30244,0,1.4226823,,
tweet30245,1,1.9100735,wordplay,professions
tweet30246,0,1.8918644,,
tweet30247,0,1.9681013,analogy,
tweet30248,0,2.2051895,,
tweet30249,0,1.8462906,,
tweet30250,0,1.7640522,,
tweet30251,1,1.8694139,misunderstanding,men
tweet30252,0,1.8606207,irony,
tweet30253,1,1.791548,wordplay,health
tweet30254,0,1.9195348,,
tweet30255,1,1.8310761,,
tweet30256,0,2.1921496,exaggeration,
tweet30257,0,1.8686541,,
tweet30258,0,2.0562348,,
tweet30259,0,2.2580833,,
tweet30260,0,2.184885,stereotype,
tweet30261,0,1.759772,,
tweet30262,1,2.0025415,stereotype,
tweet30263,0,1.9474108,analogy,
tweet30264,0,1.9510778,,
tweet30265,0,2.1537352,absurd,
tweet30266,1,2.081966,wordplay,family/relationships
tweet30267,0,1.6913902,stereotype,
tweet30268,0,1.9375219,,
tweet30269,0,1.8284853,,
tweet30270,1,2.0465803,exaggeration,
tweet30271,1,1.8920767,misunderstanding,professions
tweet30272,0,1.8657455,absurd,
tweet30273,1,1.7523569,embarrassment,
tweet30274,1,1.7785859,embarrassment,
tweet30275,0,1.6544335,,
tweet30276,1,2.2364836,misunderstanding,
tweet30277,0,1.9547427,misunderstanding,
tweet30278,0,1.8072662,,
tweet30279,0,1.9397303,embarrassment,self-deprecating
tweet30280,1,1.9667168,misunderstanding,men
tweet30281,1,2.0910788,analogy,family/relationships
tweet30282,0,1.7470378,stereotype,
tweet30283,1,1.8961042,embarrassment,
tweet30284,1,1.8661697,absurd,
tweet30285,1,1.8617191,analogy,women
tweet30286,0,2.1574135,insults,
tweet30287,0,2.0653124,,
tweet30288,0,2.0838082,,
tweet30289,0,2.119275,,
tweet30290,0,1.6202401,,
tweet30291,0,1.910287,,
tweet30292,1,1.6090739,irony,
tweet30293,1,2.3447797,wordplay,
tweet30294,0,1.9100589,exaggeration,
tweet30295,1,2.2165046,stereotype,ethnicity/origin
tweet30296,1,2.1028657,unmasking,
tweet30297,0,1.8675678,,
tweet30298,1,1.9192073,absurd,men
tweet30299,1,1.8607397,wordplay,
tweet30300,1,2.2074318,exaggeration,self-deprecating
tweet30301,0,1.8301206,,
tweet30302,1,1.8851285,wordplay,
tweet30303,1,1.8568183,misunderstanding,men
tweet30304,1,1.991312,irony,
tweet30305,1,2.0188303,misunderstanding,women
tweet30306,0,1.9104619,,
tweet30307,1,1.9659938,stereotype,
tweet30308,1,2.02688,misunderstanding,
tweet30309,1,1.7373759,embarrassment,lgbt
tweet30310,1,2.2709703,wordplay,substance use
tweet30311,1,1.9177539,misunderstanding,
tweet30312,0,1.898111,,
tweet30313,0,2.03785,reference,
tweet30314,0,1.9151306,wordplay,
tweet30315,1,2.0012372,embarrassment,family/relationships
tweet30316,1,2.1014912,wordplay,
tweet30317,1,2.3567429,irony,
tweet30318,1,1.8920923,absurd,
tweet30319,0,1.9183263,,
tweet30320,0,1.9466586,,
tweet30321,1,2.0768774,exaggeration,
tweet30322,1,1.9544365,misunderstanding,
tweet30323,1,1.976688,absurd,
tweet30324,0,1.8355321,wordplay,
tweet30325,0,1.9250938,stereotype,
tweet30326,1,2.0113156,irony,
tweet30327,0,1.9837185,exaggeration,
tweet30328,1,2.018788,absurd,professions
tweet30329,0,2.1674128,,
tweet30330,1,2.255206,wordplay,religion
tweet30331,0,2.039388,absurd,
tweet30332,1,1.9518983,misunderstanding,professions
tweet30333,1,1.9742789,wordplay,
tweet30334,0,1.8130851,,
tweet30335,0,1.8075925,reference,
tweet30336,1,1.8479464,analogy,
tweet30337,0,1.8138936,,
tweet30338,1,2.0017185,unmasking,
tweet30339,1,1.8395085,insults,body shaming
tweet30340,1,2.1089466,irony,
tweet30341,0,1.8703519,exaggeration,self-deprecating
tweet30342,0,1.8266819,analogy,
tweet30343,0,1.9661195,,
tweet30344,1,1.9113672,misunderstanding,religion
tweet30345,0,1.8930707,,
tweet30346,0,1.9439238,analogy,
tweet30347,1,2.0916767,misunderstanding,
tweet30348,1,2.04159,absurd,self-deprecating
tweet30349,1,2.2161694,irony,women
tweet30350,1,1.8713013,exaggeration,women
tweet30351,0,2.0822408,,
tweet30352,1,2.094575,analogy,
tweet30353,1,1.872325,unmasking,family/relationships
tweet30354,1,1.9378176,misunderstanding,body shaming
tweet30355,1,2.0905027,stereotype,
tweet30356,0,1.950669,,
tweet30357,0,2.1716022,wordplay,
tweet30358,0,1.8410271,analogy,
tweet30359,1,2.071871,wordplay,
tweet30360,0,2.1215253,,professions
tweet30361,1,2.0676827,exaggeration,
tweet30362,1,1.993196,embarrassment,family/relationships
tweet30363,0,1.8080473,parody,
tweet30364,1,2.1787412,wordplay,professions
tweet30365,1,1.833952,misunderstanding,health
tweet30366,1,2.2413065,absurd,
tweet30367,1,2.1964927,embarrassment,professions
tweet30368,0,2.1194515,reference,
tweet30369,1,2.3776352,analogy,
tweet30370,1,1.9741027,parody,family/relationships
tweet30371,1,1.9006373,reference,
tweet30372,1,1.9195604,exaggeration,professions
tweet30373,1,1.9422977,misunderstanding,
tweet30374,0,1.8924345,,
tweet30375,1,2.0216951,exaggeration,
tweet30376,1,2.2440412,analogy,
tweet30377,0,1.81657,unmasking,
tweet30378,1,2.0417695,embarrassment,
tweet30379,1,2.1266396,exaggeration,
tweet30380,0,1.8532602,unmasking,
tweet30381,0,2.0221624,,
tweet30382,1,2.0931728,wordplay,professions
tweet30383,1,1.7991194,,social status
tweet30384,1,2.1496196,unmasking,
tweet30385,0,1.6418176,reference,
tweet30386,1,2.0437198,wordplay,
tweet30387,1,1.8785803,wordplay,
tweet30388,0,1.5932231,,
tweet30389,0,2.2033143,exaggeration,body shaming
tweet30390,0,1.9254005,exaggeration,
tweet30391,0,2.1503923,exaggeration,
tweet30392,1,2.2364984,absurd,
tweet30393,1,1.8918025,reference,
tweet30394,1,1.9795052,analogy,professions
tweet30395,0,1.7960882,,
tweet30396,1,2.2709107,misunderstanding,professions
tweet30397,1,1.9462104,unmasking,self-deprecating
tweet30398,0,2.066884,wordplay,
tweet30399,0,1.9431164,wordplay,
tweet30400,1,2.0865917,embarrassment,
tweet30401,1,1.8160479,wordplay,men
tweet30402,1,1.8630929,reference,women
tweet30403,1,1.9082383,misunderstanding,
tweet30404,0,1.9636444,reference,
tweet30405,1,1.9704577,reference,
tweet30406,1,2.051022,misunderstanding,
tweet30407,1,2.1436908,absurd,women
tweet30408,0,1.7706212,reference,
tweet30409,0,1.8525474,analogy,
tweet30410,0,1.7779068,,
tweet30411,0,1.8688949,reference,
tweet30412,1,1.878113,stereotype,age
tweet30413,0,1.9136251,,
tweet30414,0,2.0458984,insults,
tweet30415,1,1.8840135,reference,women
tweet30416,0,1.7499169,reference,women
tweet30417,1,1.7955825,embarrassment,
tweet30418,1,2.0874267,wordplay,
tweet30419,1,2.0548253,reference,
tweet30420,1,2.3142407,embarrassment,family/relationships
tweet30421,0,1.9903798,,
tweet30422,0,1.8555247,,
tweet30423,1,1.9335546,,
tweet30424,1,2.046434,wordplay,
tweet30425,0,1.7113826,,
tweet30426,0,2.0825653,stereotype,
tweet30427,0,1.9064276,,
tweet30428,0,1.8025901,,
tweet30429,0,1.9917192,analogy,
tweet30430,1,2.1558247,reference,
tweet30431,1,2.196188,misunderstanding,family/relationships
tweet30432,0,1.8869255,parody,
tweet30433,0,1.890163,irony,
tweet30434,0,2.035703,,
tweet30435,1,1.8367136,,
tweet30436,0,1.8142728,,
tweet30437,0,2.0613494,,
tweet30438,1,1.8941444,stereotype,ethnicity/origin
tweet30439,1,2.2999818,irony,health
tweet30440,1,2.1251118,wordplay,
tweet30441,0,1.4817752,,
tweet30442,1,1.9306796,stereotype,ethnicity/origin
tweet30443,0,2.0657372,,
tweet30444,1,1.8529711,misunderstanding,
tweet30445,0,2.0865998,absurd,
tweet30446,0,2.0914073,misunderstanding,
tweet30447,1,1.8258318,exaggeration,women
tweet30448,1,2.27355,embarrassment,family/relationships
tweet30449,1,1.9771621,misunderstanding,
tweet30450,1,2.0829754,misunderstanding,
tweet30451,1,2.0295753,absurd,self-deprecating
tweet30452,0,1.8617859,reference,
tweet30453,1,1.8838599,irony,
tweet30454,0,1.9355525,misunderstanding,body shaming
tweet30455,0,1.9428843,reference,
tweet30456,0,1.9050792,unmasking,
tweet30457,0,1.8136693,,
tweet30458,0,1.8266389,,
tweet30459,0,1.9691006,reference,
tweet30460,0,2.2684336,,
tweet30461,1,1.7822453,misunderstanding,ethnicity/origin
tweet30462,0,1.8836781,absurd,
tweet30463,1,2.0645623,embarrassment,
tweet30464,0,1.9240361,,
tweet30465,0,1.7460556,exaggeration,
tweet30466,0,1.9471655,,
tweet30467,0,2.1289215,exaggeration,
tweet30468,0,1.8369372,,
tweet30469,1,1.978482,misunderstanding,professions
tweet30470,1,2.1108775,wordplay,
tweet30471,0,1.639164,,
tweet30472,0,1.4593194,,
tweet30473,1,1.7847421,embarrassment,men
tweet30474,1,1.9688488,,
tweet30475,0,1.7379284,,
tweet30476,1,1.9775994,analogy,women
tweet30477,1,1.9442036,analogy,
tweet30478,0,1.8954197,,
tweet30479,1,1.9405129,embarrassment,
tweet30480,0,1.8850274,reference,
tweet30481,1,2.0341318,embarrassment,ethnicity/origin
tweet30482,1,1.9166274,,body shaming
tweet30483,0,1.9074187,,
tweet30484,1,2.1064787,wordplay,
tweet30485,0,1.9375463,exaggeration,
tweet30486,1,2.1920583,stereotype,
tweet30487,0,1.7313774,,technology
tweet30488,0,2.0266352,,
tweet30489,0,1.9072349,reference,
tweet30490,0,1.9999789,,
tweet30491,1,1.9959383,wordplay,
tweet30492,0,2.104418,reference,
tweet30493,1,1.8764684,reference,
tweet30494,1,2.1520236,unmasking,substance use
tweet30495,0,1.9303808,analogy,
tweet30496,0,1.8014603,,
tweet30497,1,2.1703234,wordplay,professions
tweet30498,1,1.7789401,parody,
tweet30499,0,1.8557037,irony,women
tweet30500,1,2.010529,wordplay,
tweet30501,1,1.9578681,misunderstanding,
tweet30502,0,1.7799051,,
tweet30503,1,1.6160182,irony,
tweet30504,1,2.1482136,misunderstanding,health
tweet30505,1,1.8944097,analogy,men
tweet30506,1,1.8298268,,
tweet30507,0,1.9212389,,
tweet30508,0,2.0046945,reference,
tweet30509,1,2.1694713,absurd,
tweet30510,0,2.011767,reference,
tweet30511,1,1.9274819,embarrassment,lgbt
tweet30512,1,1.816157,wordplay,
tweet30513,1,2.1777947,parody,
tweet30514,1,2.155854,wordplay,
tweet30515,0,1.8140618,,
tweet30516,1,2.3400936,wordplay,health
tweet30517,0,1.9747152,reference,
tweet30518,1,1.9028945,wordplay,men
tweet30519,1,1.8932562,analogy,
tweet30520,0,1.8438501,,
tweet30521,1,2.1066403,wordplay,
tweet30522,0,1.9932187,,
tweet30523,0,2.0881052,,
tweet30524,1,2.313098,misunderstanding,
tweet30525,1,2.0878963,absurd,
tweet30526,1,2.1306345,misunderstanding,professions
tweet30527,0,1.8671925,,
tweet30528,0,1.8894408,,
tweet30529,0,1.615016,reference,
tweet30530,1,2.2727933,wordplay,age
tweet30531,1,1.9145832,stereotype,women
tweet30532,0,1.9107913,,
tweet30533,1,1.9764987,wordplay,
tweet30534,0,1.9641826,reference,
tweet30535,0,1.8995025,,
tweet30536,0,1.9581523,,
tweet30537,0,1.9935542,,
tweet30538,1,1.9784857,parody,technology
tweet30539,1,1.830163,exaggeration,
tweet30540,0,1.876086,,
tweet30541,0,1.5571644,,
tweet30542,0,1.7939111,,
tweet30543,0,2.0961971,reference,
tweet30544,1,1.8375012,exaggeration,men
tweet30545,0,1.8312497,,
tweet30546,0,2.097938,,
tweet30547,0,1.7323217,,
tweet30548,0,1.4284437,,
tweet30549,1,2.2745554,embarrassment,professions
tweet30550,0,1.8760006,absurd,
tweet30551,0,2.0410817,,
tweet30552,0,1.9531368,,
tweet30553,1,1.8846123,unmasking,
tweet30554,0,2.0951247,analogy,
tweet30555,0,2.1440525,stereotype,
tweet30556,0,1.9421084,,
tweet30557,1,1.9710348,embarrassment,ethnicity/origin
tweet30558,1,2.153232,misunderstanding,family/relationships
tweet30559,1,2.1003923,reference,family/relationships
tweet30560,1,2.0535078,irony,
tweet30561,1,2.1020064,insults,
tweet30562,1,1.9839903,,
tweet30563,1,2.0008416,stereotype,
tweet30564,1,2.058625,reference,
tweet30565,0,1.8785605,absurd,professions
tweet30566,1,1.911125,analogy,family/relationships
tweet30567,1,2.0176523,wordplay,
tweet30568,1,2.1639102,misunderstanding,age
tweet30569,0,1.8492239,stereotype,
tweet30570,0,2.273811,absurd,
tweet30571,0,1.7494526,reference,
tweet30572,0,1.9729953,absurd,
tweet30573,0,1.9746964,,
tweet30574,0,1.7950678,reference,
tweet30575,0,2.022091,,
tweet30576,1,2.1446705,stereotype,
tweet30577,1,1.9993492,absurd,
tweet30578,0,2.158535,,
tweet30579,0,1.8685861,wordplay,
tweet30580,0,1.8884379,,
tweet30581,0,1.8877428,,
tweet30582,0,1.8047205,,
tweet30583,1,1.8601267,wordplay,
tweet30584,1,2.221721,misunderstanding,
tweet30585,1,1.954781,absurd,professions
tweet30586,1,1.8664491,wordplay,men
tweet30587,0,1.7143202,,
tweet30588,0,1.8742312,,
tweet30589,0,1.9437782,,
tweet30590,0,1.890939,,
tweet30591,0,1.7926334,,
tweet30592,0,1.9317851,exaggeration,
tweet30593,0,1.9939575,,
tweet30594,1,1.7749074,insults,
tweet30595,0,2.18034,,
tweet30596,1,2.1447163,embarrassment,
tweet30597,0,1.7487385,,
tweet30598,0,2.049985,stereotype,
tweet30599,1,2.0233922,absurd,
tweet30600,0,2.2112186,analogy,
tweet30601,0,1.8473294,parody,
tweet30602,1,2.122488,analogy,
tweet30603,1,1.9358112,,professions
tweet30604,0,1.7291265,,
tweet30605,1,2.0487177,stereotype,
tweet30606,1,2.0507689,exaggeration,family/relationships
tweet30607,1,1.896321,reference,self-deprecating
tweet30608,0,1.9717573,reference,
tweet30609,1,1.896141,analogy,men
tweet30610,0,1.855849,reference,
tweet30611,1,1.9354769,reference,family/relationships
tweet30612,0,1.8285726,reference,
tweet30613,1,1.8530092,misunderstanding,women
tweet30614,0,2.1630425,exaggeration,
tweet30615,1,1.9026645,unmasking,
tweet30616,1,2.3305664,wordplay,
tweet30617,1,2.2662787,absurd,women
tweet30618,0,1.9480908,,
tweet30619,0,2.1081343,absurd,
tweet30620,0,1.9502106,irony,professions
tweet30621,1,1.9358776,embarrassment,professions
tweet30622,1,2.1108053,irony,
tweet30623,1,2.2165327,stereotype,
tweet30624,0,1.850653,wordplay,
tweet30625,1,1.9444205,misunderstanding,ethnicity/origin
tweet30626,1,2.143747,stereotype,
tweet30627,0,1.750321,,
tweet30628,0,1.8594093,,
tweet30629,1,2.0458045,unmasking,
tweet30630,1,1.9806881,unmasking,family/relationships
tweet30631,1,2.107298,misunderstanding,women
tweet30632,0,2.1499388,,
tweet30633,0,1.951613,,
tweet30634,0,1.9561988,,
tweet30635,0,2.0577843,wordplay,
tweet30636,1,2.2766812,unmasking,
tweet30637,0,1.9433751,reference,self-deprecating
tweet30638,0,1.7509769,parody,
tweet30639,0,2.158507,absurd,
tweet30640,1,1.891258,wordplay,
tweet30641,0,1.8149762,,
tweet30642,1,1.8937407,exaggeration,
tweet30643,0,2.0056539,exaggeration,
tweet30644,1,1.9513198,insults,family/relationships
tweet30645,0,1.8727826,,
tweet30646,1,2.302049,parody,
tweet30647,1,1.7162087,embarrassment,women
tweet30648,1,2.195746,wordplay,
tweet30649,0,1.8765393,,women
tweet30650,0,1.9085925,absurd,
tweet30651,1,1.8047757,parody,
tweet30652,0,1.6378852,,
tweet30653,1,2.3499675,irony,
tweet30654,0,1.8485994,,
tweet30655,0,1.8300977,,
tweet30656,0,1.6433145,,
tweet30657,0,1.7188318,reference,
tweet30658,0,1.9986851,,
tweet30659,0,2.055921,,
tweet30660,1,1.9400591,misunderstanding,women
tweet30661,1,1.9303672,unmasking,health
tweet30662,1,1.8231913,exaggeration,
tweet30663,0,2.1586466,absurd,
tweet30664,1,2.0501933,absurd,
tweet30665,0,1.8748993,reference,
tweet30666,0,1.9964966,exaggeration,
tweet30667,1,1.8793823,wordplay,professions
tweet30668,0,1.951377,,
tweet30669,0,1.8595335,,
tweet30670,0,2.2979977,,
tweet30671,1,1.6943619,reference,
tweet30672,0,2.063167,irony,
tweet30673,1,1.9204974,reference,body shaming
tweet30674,0,1.9976163,wordplay,
tweet30675,1,1.950467,wordplay,men
tweet30676,0,1.9747691,unmasking,
tweet30677,1,1.840208,wordplay,
tweet30678,1,2.0049694,wordplay,
tweet30679,0,1.7211883,,
tweet30680,1,2.0468445,analogy,
tweet30681,0,1.8115075,stereotype,
tweet30682,0,1.8752754,reference,
tweet30683,0,1.918973,reference,
tweet30684,1,1.955389,unmasking,family/relationships
tweet30685,0,2.0830226,,self-deprecating
tweet30686,0,1.8048322,,
tweet30687,1,1.8415416,irony,men
tweet30688,1,2.2534642,analogy,
tweet30689,0,2.025828,parody,
tweet30690,0,1.8854425,irony,
tweet30691,1,2.100586,,
tweet30692,0,2.330346,wordplay,
tweet30693,0,1.9474132,embarrassment,
tweet30694,1,1.8272569,irony,
tweet30695,1,1.917672,embarrassment,
tweet30696,1,1.8336889,wordplay,substance use
tweet30697,1,2.1195505,absurd,self-deprecating
tweet30698,0,1.9173198,wordplay,
tweet30699,0,2.019787,,
tweet30700,1,2.1944685,embarrassment,
tweet30701,1,2.1925087,misunderstanding,professions
tweet30702,0,1.9657135,,
tweet30703,1,2.0273867,embarrassment,professions
tweet30704,0,1.8638282,,
tweet30705,1,2.2381556,misunderstanding,women
tweet30706,1,2.0851698,misunderstanding,health
tweet30707,0,1.8932445,,
tweet30708,0,1.9759381,,
tweet30709,0,2.1827242,,
tweet30710,0,1.9642959,wordplay,age
tweet30711,1,2.073144,irony,family/relationships
tweet30712,1,2.0085835,parody,
tweet30713,1,2.0352216,exaggeration,self-deprecating
tweet30714,0,1.7320904,,family/relationships
tweet30715,1,2.1934574,wordplay,
tweet30716,1,2.0778635,misunderstanding,
tweet30717,1,1.848209,analogy,
tweet30718,1,1.8020139,insults,
tweet30719,0,1.8518534,,
tweet30720,1,1.9741465,unmasking,ethnicity/origin
tweet30721,1,2.290795,misunderstanding,
tweet30722,1,1.907533,wordplay,
tweet30723,1,2.0600066,misunderstanding,
tweet30724,0,2.111728,,
tweet30725,1,2.18445,wordplay,women
tweet30726,0,1.9500437,,
tweet30727,0,2.057399,absurd,
tweet30728,1,2.10574,wordplay,health
