id,is_humor,humor_rating,humor_mechanism,humor_target
tweet30185,0,2.2044673,,
tweet30186,1,2.2090642,absurd,
tweet30187,0,2.1351094,unmasking,
tweet30188,1,2.2096307,unmasking,
tweet30189,1,2.274718,analogy,
tweet30190,1,2.0712724,parody,
tweet30191,1,2.1352665,misunderstanding,body shaming
tweet30192,0,2.1353314,,
tweet30193,0,2.0725558,,
tweet30194,1,2.0450037,parody,
tweet30195,0,2.354939,stereotype,professions
tweet30196,0,2.0737581,absurd,
tweet30197,0,2.1353035,irony,
tweet30198,1,2.2932885,wordplay,
tweet30199,1,2.1353288,misunderstanding,body shaming
tweet30200,0,2.135259,wordplay,
tweet30201,1,2.2344089,misunderstanding,ethnicity/origin
tweet30202,1,2.335929,reference,
tweet30203,1,2.1354668,misunderstanding,substance use
tweet30204,0,2.2948081,,
tweet30205,1,2.261028,unmasking,social status
tweet30206,0,2.2947946,,
tweet30207,1,2.3354626,misunderstanding,professions
tweet30208,1,2.0174007,exaggeration,
tweet30209,1,2.2354403,wordplay,professions
tweet30210,0,2.1017606,irony,
tweet30211,0,2.2342813,,
tweet30212,1,2.1353197,misunderstanding,
tweet30213,0,2.0320833,,
tweet30214,1,2.110085,irony,
tweet30215,1,2.138405,misunderstanding,
tweet30216,1,2.311463,,
tweet30217,0,2.08165,,
tweet30218,0,2.210683,,
tweet30219,0,2.0195568,,
tweet30220,1,2.1352718,wordplay,professions
tweet30221,1,2.135254,unmasking,men
tweet30222,0,2.1000302,reference,
tweet30223,0,2.2090902,irony,
tweet30224,1,2.1352415,unmasking,religion
tweet30225,0,2.1352704,,
tweet30226,0,2.2090359,insults,
tweet30227,0,2.1352987,,
tweet30228,1,2.2670045,embarrassment,professions
tweet30229,0,2.0736473,,
tweet30230,0,2.1353035,,
tweet30231,0,2.1353106,,age
tweet30232,0,2.2343202,,
tweet30233,0,2.1706455,exaggeration,
tweet30234,1,2.1355133,parody,professions
tweet30235,1,2.242903,wordplay,women
tweet30236,1,2.209103,,health
tweet30237,1,2.2615023,absurd,family/relationships
tweet30238,0,2.135321,,
tweet30239,0,2.1330733,,
tweet30240,0,2.105247,,
tweet30241,1,2.1354291,insults,women
tweet30242,0,2.0478456,,
tweet30243,1,2.052679,analogy,
tweet30244,0,2.017343,,
tweet30245,1,2.1355262,absurd,professions
tweet30246,0,2.1352794,embarrassment,
tweet30247,0,2.1471152,,
tweet30248,0,2.335579,,
tweet30249,0,2.070233,,
tweet30250,0,2.1352599,,
tweet30251,1,2.1352756,irony,men
tweet30252,0,2.0459297,,
tweet30253,1,2.0732837,,ethnicity/origin
tweet30254,0,2.1356072,,
tweet30255,1,2.0473027,exaggeration,
tweet30256,0,2.3303258,,
tweet30257,0,2.1352804,,
tweet30258,0,2.0738072,,
tweet30259,0,2.33602,,
tweet30260,0,2.1748693,reference,
tweet30261,0,2.0174527,,
tweet30262,1,2.2094626,exaggeration,
tweet30263,0,2.1489465,wordplay,
tweet30264,0,2.073758,,
tweet30265,0,2.2959392,unmasking,
tweet30266,1,2.263119,wordplay,ethnicity/origin
tweet30267,0,2.0174432,,
tweet30268,0,2.1353116,,
tweet30269,0,2.134409,reference,
tweet30270,1,2.2708778,reference,
tweet30271,1,2.1352315,misunderstanding,
tweet30272,0,2.135243,absurd,
tweet30273,1,2.0454397,unmasking,
tweet30274,1,2.135205,embarrassment,body shaming
tweet30275,0,2.017455,reference,
tweet30276,1,2.3356786,misunderstanding,age
tweet30277,0,2.1757407,,
tweet30278,0,2.017454,,
tweet30279,0,2.208983,embarrassment,self-deprecating
tweet30280,1,2.1353056,misunderstanding,
tweet30281,1,2.2656431,irony,
tweet30282,0,2.0622756,,
tweet30283,1,2.047493,exaggeration,
tweet30284,1,2.1352222,absurd,
tweet30285,1,2.0734937,analogy,women
tweet30286,0,2.2860422,insults,
tweet30287,0,2.207229,,
tweet30288,0,2.2343488,,
tweet30289,0,2.0176213,,
tweet30290,0,2.0173242,,
tweet30291,0,2.135287,,
tweet30292,1,2.0977037,unmasking,
tweet30293,1,2.3549323,wordplay,
tweet30294,0,2.1355116,insults,
tweet30295,1,2.33806,stereotype,ethnicity/origin
tweet30296,1,2.3313951,unmasking,
tweet30297,0,2.1054003,,
tweet30298,1,2.135234,stereotype,women
tweet30299,1,2.2056222,wordplay,health
tweet30300,1,2.2616258,exaggeration,
tweet30301,0,2.1353045,,
tweet30302,1,2.0737188,irony,
tweet30303,1,2.0479276,unmasking,lgbt
tweet30304,1,2.210399,wordplay,
tweet30305,1,2.2737942,unmasking,women
tweet30306,0,2.0926435,,
tweet30307,1,2.163403,reference,
tweet30308,1,2.1444993,absurd,self-deprecating
tweet30309,1,2.0479035,embarrassment,lgbt
tweet30310,1,2.3549426,wordplay,substance use
tweet30311,1,2.229242,misunderstanding,
tweet30312,0,2.0729074,,
tweet30313,0,2.2853653,,
tweet30314,0,2.1351328,,
tweet30315,1,2.1587508,unmasking,family/relationships
tweet30316,1,2.2345054,wordplay,
tweet30317,1,2.354972,analogy,
tweet30318,1,2.1344917,absurd,professions
tweet30319,0,2.1352906,,
tweet30320,0,2.1507282,,
tweet30321,1,2.174916,exaggeration,
tweet30322,1,2.1701314,misunderstanding,age
tweet30323,1,2.1758926,absurd,
tweet30324,0,2.0174994,wordplay,
tweet30325,0,2.1923904,unmasking,
tweet30326,1,2.1352491,absurd,professions
tweet30327,0,2.1503246,,
tweet30328,1,2.2614248,irony,
tweet30329,0,2.234309,,
tweet30330,1,2.3549433,parody,religion
tweet30331,0,2.2934258,absurd,
tweet30332,1,2.135326,misunderstanding,professions
tweet30333,1,2.135201,misunderstanding,
tweet30334,0,2.073692,,
tweet30335,0,2.0593257,unmasking,self-deprecating
tweet30336,1,2.1352503,unmasking,
tweet30337,0,2.135522,irony,
tweet30338,1,2.1781049,irony,age
tweet30339,1,2.1353376,unmasking,body shaming
tweet30340,1,2.2342415,,
tweet30341,0,2.0670903,exaggeration,
tweet30342,0,2.1322646,analogy,
tweet30343,0,2.135347,,
tweet30344,1,2.1353064,misunderstanding,religion
tweet30345,0,2.017507,wordplay,
tweet30346,0,2.1313713,exaggeration,
tweet30347,1,2.2897592,embarrassment,
tweet30348,1,2.1354923,exaggeration,self-deprecating
tweet30349,1,2.335871,misunderstanding,women
tweet30350,1,2.1353161,embarrassment,men
tweet30351,0,2.3357093,,
tweet30352,1,2.2346623,analogy,
tweet30353,1,2.0176618,unmasking,women
tweet30354,1,2.1353028,exaggeration,men
tweet30355,1,2.2109137,wordplay,
tweet30356,0,2.1352875,,
tweet30357,0,2.261606,wordplay,
tweet30358,0,2.0174623,wordplay,professions
tweet30359,1,2.3334646,exaggeration,
tweet30360,0,2.1351156,,
tweet30361,1,2.2946703,wordplay,
tweet30362,1,2.1871915,unmasking,family/relationships
tweet30363,0,2.073735,parody,age
tweet30364,1,2.300607,stereotype,
tweet30365,1,2.053167,unmasking,
tweet30366,1,2.2947981,absurd,
tweet30367,1,2.294595,unmasking,professions
tweet30368,0,2.265868,,
tweet30369,1,2.3358908,analogy,
tweet30370,1,2.209184,,family/relationships
tweet30371,1,2.1352832,,
tweet30372,1,2.2098093,absurd,
tweet30373,1,2.135255,misunderstanding,professions
tweet30374,0,2.1286886,,
tweet30375,1,2.208957,reference,
tweet30376,1,2.3207483,analogy,
tweet30377,0,2.07348,reference,
tweet30378,1,2.1353202,misunderstanding,
tweet30379,1,2.2608356,exaggeration,
tweet30380,0,2.1353047,,
tweet30381,0,2.2411,,
tweet30382,1,2.236596,wordplay,women
tweet30383,1,2.1351714,,social status
tweet30384,1,2.3047407,unmasking,body shaming
tweet30385,0,2.0174716,reference,
tweet30386,1,2.2885199,wordplay,professions
tweet30387,1,2.2088912,parody,professions
tweet30388,0,2.017588,,
tweet30389,0,2.264852,analogy,body shaming
tweet30390,0,2.1075351,exaggeration,
tweet30391,0,2.2320087,,
tweet30392,1,2.3358505,parody,
tweet30393,1,2.1352615,exaggeration,professions
tweet30394,1,2.1570737,absurd,professions
tweet30395,0,2.0175354,,
tweet30396,1,2.3151374,absurd,professions
tweet30397,1,2.1963918,unmasking,self-deprecating
tweet30398,0,2.2090592,wordplay,
tweet30399,0,2.1304314,wordplay,
tweet30400,1,2.294764,embarrassment,men
tweet30401,1,2.1352167,reference,men
tweet30402,1,2.135283,reference,women
tweet30403,1,2.0742877,absurd,professions
tweet30404,0,2.1353223,absurd,
tweet30405,1,2.135311,unmasking,
tweet30406,1,2.1740563,misunderstanding,
tweet30407,1,2.2942345,absurd,women
tweet30408,0,2.0175037,reference,
tweet30409,0,2.1353073,,
tweet30410,0,2.0175257,,
tweet30411,0,2.1353095,embarrassment,
tweet30412,1,2.0175037,misunderstanding,men
tweet30413,0,2.1068509,,
tweet30414,0,2.294795,,
tweet30415,1,2.1353729,reference,women
tweet30416,0,2.0174613,unmasking,women
tweet30417,1,2.073628,embarrassment,
tweet30418,1,2.286429,wordplay,professions
tweet30419,1,2.2625084,irony,
tweet30420,1,2.2664561,exaggeration,family/relationships
tweet30421,0,2.165137,,
tweet30422,0,2.073754,,
tweet30423,1,2.1353366,misunderstanding,
tweet30424,1,2.1752865,irony,
tweet30425,0,2.0174472,,
tweet30426,0,2.1408803,misunderstanding,
tweet30427,0,2.0863078,,
tweet30428,0,2.0479789,,
tweet30429,0,2.151233,analogy,
tweet30430,1,2.329968,reference,
tweet30431,1,2.3332918,misunderstanding,family/relationships
tweet30432,0,2.2021203,,
tweet30433,0,2.1352718,,
tweet30434,0,2.23411,,
tweet30435,1,2.2089233,exaggeration,women
tweet30436,0,2.1322107,,
tweet30437,0,2.1352253,,
tweet30438,1,2.1353397,analogy,
tweet30439,1,2.3549602,irony,health
tweet30440,1,2.261559,wordplay,women
tweet30441,0,2.0477521,reference,
tweet30442,1,2.1352997,stereotype,ethnicity/origin
tweet30443,0,2.294817,,
tweet30444,1,2.0808618,misunderstanding,ethnicity/origin
tweet30445,0,2.2344055,absurd,
tweet30446,0,2.294878,misunderstanding,ethnicity/origin
tweet30447,1,2.119094,exaggeration,
tweet30448,1,2.3359416,unmasking,family/relationships
tweet30449,1,2.2359579,misunderstanding,self-deprecating
tweet30450,1,2.2359931,misunderstanding,
tweet30451,1,2.1854296,absurd,men
tweet30452,0,2.170465,reference,
tweet30453,1,2.135645,,
tweet30454,0,2.1999335,,body shaming
tweet30455,0,2.2042463,,
tweet30456,0,2.135325,unmasking,
tweet30457,0,2.2506502,,
tweet30458,0,2.0486336,,
tweet30459,0,2.203238,reference,
tweet30460,0,2.3170633,wordplay,
tweet30461,1,2.0175362,misunderstanding,ethnicity/origin
tweet30462,0,2.135295,absurd,
tweet30463,1,2.1702366,unmasking,
tweet30464,0,2.1353126,,
tweet30465,0,2.0728917,parody,
tweet30466,0,2.1353009,wordplay,
tweet30467,0,2.2334213,exaggeration,
tweet30468,0,2.1352324,,
tweet30469,1,2.1779559,misunderstanding,professions
tweet30470,1,2.1863594,stereotype,
tweet30471,0,2.0439513,,
tweet30472,0,2.017557,,
tweet30473,1,2.1348171,insults,men
tweet30474,1,2.137036,wordplay,
tweet30475,0,2.017456,,
tweet30476,1,2.2089157,analogy,women
tweet30477,1,2.1489315,,
tweet30478,0,2.10723,,
tweet30479,1,2.1719859,misunderstanding,
tweet30480,0,2.0739267,unmasking,
tweet30481,1,2.18139,embarrassment,
tweet30482,1,2.1352355,insults,body shaming
tweet30483,0,2.2101166,absurd,
tweet30484,1,2.2534492,wordplay,age
tweet30485,0,2.0737724,exaggeration,
tweet30486,1,2.2949464,misunderstanding,
tweet30487,0,2.0173836,,
tweet30488,0,2.233129,absurd,
tweet30489,0,2.0642297,exaggeration,age
tweet30490,0,2.262716,,
tweet30491,1,2.1841948,reference,
tweet30492,0,2.2400503,,
tweet30493,1,2.0174837,unmasking,
tweet30494,1,2.3359632,unmasking,
tweet30495,0,2.1351721,analogy,
tweet30496,0,2.035697,,
tweet30497,1,2.3026705,misunderstanding,professions
tweet30498,1,2.1352885,reference,
tweet30499,0,2.07371,irony,women
tweet30500,1,2.0737894,wordplay,professions
tweet30501,1,2.1352768,misunderstanding,ethnicity/origin
tweet30502,0,2.017428,absurd,
tweet30503,1,2.0483296,irony,professions
tweet30504,1,2.2343788,misunderstanding,health
tweet30505,1,2.2074628,analogy,men
tweet30506,1,2.1066315,reference,
tweet30507,0,2.1352313,,
tweet30508,0,2.1353245,reference,
tweet30509,1,2.2617576,misunderstanding,
tweet30510,0,2.1351535,,
tweet30511,1,2.1353555,unmasking,lgbt
tweet30512,1,2.1352296,stereotype,
tweet30513,1,2.2609766,parody,
tweet30514,1,2.2697303,unmasking,
tweet30515,0,2.053648,,
tweet30516,1,2.3358984,wordplay,ethnicity/origin
tweet30517,0,2.1721523,reference,
tweet30518,1,2.1775649,stereotype,men
tweet30519,1,2.0437744,irony,
tweet30520,0,2.1065724,,
tweet30521,1,2.2600846,absurd,
tweet30522,0,2.0175877,,
tweet30523,0,2.1352036,,
tweet30524,1,2.3359034,misunderstanding,
tweet30525,1,2.231877,irony,women
tweet30526,1,2.334035,unmasking,
tweet30527,0,2.0477622,,
tweet30528,0,2.0479817,reference,
tweet30529,0,2.1354969,,
tweet30530,1,2.354875,misunderstanding,professions
tweet30531,1,2.136293,stereotype,women
tweet30532,0,2.1352742,stereotype,
tweet30533,1,2.1352892,wordplay,women
tweet30534,0,2.135508,,
tweet30535,0,2.0479667,,
tweet30536,0,2.2091358,,
tweet30537,0,2.2087326,,
tweet30538,1,2.2128847,parody,technology
tweet30539,1,2.0176592,irony,
tweet30540,0,2.0737092,unmasking,self-deprecating
tweet30541,0,2.234304,,
tweet30542,0,2.0174944,,
tweet30543,0,2.294809,absurd,
tweet30544,1,2.1336772,irony,men
tweet30545,0,2.0709784,,
tweet30546,0,2.283446,,
tweet30547,0,2.058956,stereotype,
tweet30548,0,2.1362228,,
tweet30549,1,2.3549063,irony,professions
tweet30550,0,2.0970078,absurd,
tweet30551,0,2.2348912,,
tweet30552,0,2.1886568,,
tweet30553,1,2.1352427,unmasking,
tweet30554,0,2.2364497,absurd,
tweet30555,0,2.2678797,irony,
tweet30556,0,2.0859363,,
tweet30557,1,2.135231,misunderstanding,ethnicity/origin
tweet30558,1,2.2919757,misunderstanding,family/relationships
tweet30559,1,2.294789,reference,family/relationships
tweet30560,1,2.2343993,unmasking,
tweet30561,1,2.2801278,stereotype,
tweet30562,1,2.135295,unmasking,self-deprecating
tweet30563,1,2.135079,wordplay,
tweet30564,1,2.209053,stereotype,professions
tweet30565,0,2.1358018,absurd,professions
tweet30566,1,2.2092087,exaggeration,family/relationships
tweet30567,1,2.2331975,wordplay,professions
tweet30568,1,2.335238,misunderstanding,age
tweet30569,0,2.0477774,,
tweet30570,0,2.3549056,misunderstanding,
tweet30571,0,2.0174081,exaggeration,
tweet30572,0,2.1354887,parody,professions
tweet30573,0,2.179595,,
tweet30574,0,2.0174594,,
tweet30575,0,2.1352794,,
tweet30576,1,2.31722,exaggeration,
tweet30577,1,2.2091193,absurd,
tweet30578,0,2.1352594,exaggeration,
tweet30579,0,2.13527,wordplay,
tweet30580,0,2.1352391,absurd,
tweet30581,0,2.2696111,,
tweet30582,0,2.0174341,,
tweet30583,1,2.0175505,wordplay,women
tweet30584,1,2.2739542,exaggeration,
tweet30585,1,2.1353717,unmasking,professions
tweet30586,1,2.0525146,absurd,men
tweet30587,0,2.073741,,
tweet30588,0,2.050229,,
tweet30589,0,2.135302,parody,
tweet30590,0,2.0178668,,
tweet30591,0,2.0175068,,
tweet30592,0,2.1353087,,
tweet30593,0,2.1352835,,
tweet30594,1,2.073753,absurd,professions
tweet30595,0,2.3171177,exaggeration,
tweet30596,1,2.3358767,irony,
tweet30597,0,2.1352565,,
tweet30598,0,2.2251153,irony,substance use
tweet30599,1,2.2409308,parody,
tweet30600,0,2.135179,exaggeration,health
tweet30601,0,2.1351542,,
tweet30602,1,2.285478,analogy,
tweet30603,1,2.2291632,absurd,substance use
tweet30604,0,2.0175097,,
tweet30605,1,2.294816,,
tweet30606,1,2.1876876,exaggeration,family/relationships
tweet30607,1,2.0664217,insults,body shaming
tweet30608,0,2.1352415,,
tweet30609,1,2.2070022,analogy,
tweet30610,0,2.1353147,,
tweet30611,1,2.1352592,absurd,family/relationships
tweet30612,0,2.1353042,unmasking,
tweet30613,1,2.1353285,unmasking,family/relationships
tweet30614,0,2.1352634,exaggeration,
tweet30615,1,2.0175326,reference,
tweet30616,1,2.3358715,wordplay,
tweet30617,1,2.3349907,misunderstanding,women
tweet30618,0,2.2947116,,
tweet30619,0,2.2735114,unmasking,self-deprecating
tweet30620,0,2.209414,,
tweet30621,1,2.135308,unmasking,
tweet30622,1,2.2342734,,
tweet30623,1,2.238233,wordplay,
tweet30624,0,2.017438,,
tweet30625,1,2.2540255,misunderstanding,ethnicity/origin
tweet30626,1,2.294865,stereotype,ethnicity/origin
tweet30627,0,2.017486,,
tweet30628,0,2.0174708,reference,
tweet30629,1,2.26158,unmasking,
tweet30630,1,2.1478517,unmasking,age
tweet30631,1,2.2962043,misunderstanding,sexual aggressors
tweet30632,0,2.294771,,
tweet30633,0,2.1351845,,
tweet30634,0,2.0175247,,
tweet30635,0,2.219442,wordplay,professions
tweet30636,1,2.3545542,wordplay,ethnicity/origin
tweet30637,0,2.1355364,reference,
tweet30638,0,2.1351676,,
tweet30639,0,2.294256,absurd,
tweet30640,1,2.1558821,wordplay,
tweet30641,0,2.0738432,,
tweet30642,1,2.1759791,misunderstanding,
tweet30643,0,2.1353824,exaggeration,
tweet30644,1,2.1351895,unmasking,
tweet30645,0,2.1359673,,
tweet30646,1,2.3549297,parody,
tweet30647,1,2.0174575,insults,women
tweet30648,1,2.3317342,wordplay,
tweet30649,0,2.073705,,women
tweet30650,0,2.1352887,absurd,
tweet30651,1,2.0735745,absurd,
tweet30652,0,2.135159,,
tweet30653,1,2.354935,unmasking,
tweet30654,0,2.0175133,,
tweet30655,0,2.0175056,,
tweet30656,0,2.2016711,,
tweet30657,0,2.0174656,,
tweet30658,0,2.2079625,wordplay,
tweet30659,0,2.3168545,,
tweet30660,1,2.0479414,parody,body shaming
tweet30661,1,2.1353405,unmasking,
tweet30662,1,2.1681004,absurd,
tweet30663,0,2.2615259,,
tweet30664,1,2.2470686,unmasking,self-deprecating
tweet30665,0,2.1324255,,
tweet30666,0,2.135319,,
tweet30667,1,2.1353273,irony,
tweet30668,0,2.1352754,,
tweet30669,0,2.1338146,,
tweet30670,0,2.3013732,,
tweet30671,1,2.0175397,,
tweet30672,0,2.1354644,irony,
tweet30673,1,2.135213,embarrassment,self-deprecating
tweet30674,0,2.1950822,exaggeration,
tweet30675,1,2.209726,wordplay,
tweet30676,0,2.1312454,reference,
tweet30677,1,2.0174441,wordplay,professions
tweet30678,1,2.135324,misunderstanding,
tweet30679,0,2.017459,,
tweet30680,1,2.2344022,analogy,
tweet30681,0,2.074064,,ethnicity/origin
tweet30682,0,2.1352563,,
tweet30683,0,2.1352606,unmasking,
tweet30684,1,2.2091591,unmasking,family/relationships
tweet30685,0,2.2082956,exaggeration,
tweet30686,0,2.0174494,,
tweet30687,1,2.135228,irony,
tweet30688,1,2.3354201,absurd,
tweet30689,0,2.2510211,,
tweet30690,0,2.0799859,embarrassment,
tweet30691,1,2.203843,parody,
tweet30692,0,2.3366182,parody,
tweet30693,0,2.105155,absurd,
tweet30694,1,2.135264,wordplay,
tweet30695,1,2.170055,misunderstanding,
tweet30696,1,2.0516706,parody,substance use
tweet30697,1,2.2794642,parody,self-deprecating
tweet30698,0,2.135298,,
tweet30699,0,2.2342694,parody,
tweet30700,1,2.3546226,misunderstanding,family/relationships
tweet30701,1,2.2960188,misunderstanding,family/relationships
tweet30702,0,2.0737,,
tweet30703,1,2.2268372,misunderstanding,professions
tweet30704,0,2.0174747,,
tweet30705,1,2.286656,misunderstanding,women
tweet30706,1,2.2819834,misunderstanding,professions
tweet30707,0,2.1352963,,
tweet30708,0,2.1358688,,
tweet30709,0,2.2574863,,
tweet30710,0,2.2064068,wordplay,
tweet30711,1,2.2245905,misunderstanding,
tweet30712,1,2.2528572,misunderstanding,substance use
tweet30713,1,2.2347348,exaggeration,
tweet30714,0,2.0240211,,
tweet30715,1,2.31747,wordplay,
tweet30716,1,2.2118974,reference,family/relationships
tweet30717,1,2.1352377,wordplay,
tweet30718,1,2.017452,insults,women
tweet30719,0,2.135222,wordplay,
tweet30720,1,2.1690004,embarrassment,ethnicity/origin
tweet30721,1,2.335861,misunderstanding,ethnicity/origin
tweet30722,1,2.1353161,wordplay,
tweet30723,1,2.135289,embarrassment,
tweet30724,0,2.2948036,,
tweet30725,1,2.2795694,wordplay,family/relationships
tweet30726,0,2.135344,parody,
tweet30727,0,2.2067964,absurd,
tweet30728,1,2.2340796,wordplay,
tweet30729,1,2.2196617,misunderstanding,
